,obsday,time_recorded,elrange,azrange
699,20240217,2024-02-18 06:22:00Z,"[0.0, 90.0]","[-180.0, 180.0]"
700,20240217,2024-02-18 09:36:08Z,"[45.0, 90.0]","[-180.0, 180.0]"
701,20240217,2024-02-18 11:52:12Z,"[0.0, 90.0]","[-180.0, 180.0]"
702,20240219,2024-02-19 18:59:49Z,"[0.0, 90.0]","[-180.0, 180.0]"
704,20240219,2024-02-20 03:53:01Z,"[0.0, 90.0]","[-135.0, 135.0]"
705,20240219,2024-02-20 05:31:32Z,"[0.0, 90.0]","[-90.0, 90.0]"
703,20240219,2024-02-20 06:19:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
706,20240219,2024-02-20 08:38:43Z,"[0.0, 90.0]","[-90.0, 90.0]"
707,20240220,2024-02-20 19:00:35Z,"[0.0, 90.0]","[-180.0, 180.0]"
709,20240220,2024-02-21 02:12:52Z,"[0.0, 90.0]","[-90.0, 90.0]"
710,20240220,2024-02-21 02:14:51Z,"[0.0, 90.0]","[-90.0, 90.0]"
711,20240220,2024-02-21 02:15:23Z,"[0.0, 90.0]","[-90.0, 90.0]"
708,20240220,2024-02-21 06:18:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
712,20240301,2024-03-01 19:07:21Z,"[0.0, 90.0]","[-180.0, 180.0]"
713,20240301,2024-03-02 06:08:20Z,"[0.0, 90.0]","[-180.0, 180.0]"
714,20240301,2024-03-02 07:24:53Z,"[0.0, 90.0]","[-135.0, 135.0]"
715,20240302,2024-03-02 19:08:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
717,20240302,2024-03-03 02:04:17Z,"[0.0, 90.0]","[-135.0, 135.0]"
716,20240302,2024-03-03 06:07:11Z,"[0.0, 90.0]","[-180.0, 180.0]"
718,20240302,2024-03-03 10:05:46Z,"[0.0, 90.0]","[-180.0, 180.0]"
719,20240305,2024-03-05 19:10:16Z,"[0.0, 90.0]","[-180.0, 180.0]"
721,20240305,2024-03-06 04:35:23Z,"[0.0, 90.0]","[40.0, 300.0]"
720,20240305,2024-03-06 06:03:39Z,"[0.0, 90.0]","[-180.0, 180.0]"
722,20240305,2024-03-06 07:29:44Z,"[0.0, 90.0]","[-180.0, 180.0]"
723,20240305,2024-03-06 07:32:40Z,"[0.0, 90.0]","[-90.0, 90.0]"
724,20240305,2024-03-06 09:14:45Z,"[0.0, 90.0]","[-180.0, 180.0]"
725,20240305,2024-03-06 09:15:41Z,"[55.0, 90.0]","[-180.0, 180.0]"
726,20240306,2024-03-06 19:11:00Z,"[0.0, 90.0]","[-180.0, 180.0]"
727,20240306,2024-03-07 06:02:27Z,"[0.0, 90.0]","[-180.0, 180.0]"
728,20240306,2024-03-07 07:22:24Z,"[0.0, 90.0]","[270.0, 180.0]"
729,20240311,2024-03-11 19:14:36Z,"[0.0, 90.0]","[-180.0, 180.0]"
730,20240311,2024-03-12 05:56:18Z,"[0.0, 90.0]","[-180.0, 180.0]"
731,20240311,2024-03-12 06:16:12Z,"[0.0, 90.0]","[135.0, 230.0]"
732,20240311,2024-03-12 08:06:36Z,"[0.0, 90.0]","[135.0, 245.0]"
733,20240311,2024-03-12 08:07:17Z,"[0.0, 90.0]","[135.0, 255.0]"
734,20240311,2024-03-12 08:07:38Z,"[0.0, 90.0]","[255.0, 135.0]"
735,20240312,2024-03-12 19:15:19Z,"[0.0, 90.0]","[-180.0, 180.0]"
737,20240312,2024-03-13 05:16:49Z,"[0.0, 90.0]","[235.0, 135.0]"
736,20240312,2024-03-13 05:55:03Z,"[0.0, 90.0]","[-180.0, 180.0]"
738,20240312,2024-03-13 07:18:20Z,"[0.0, 90.0]","[-180.0, 180.0]"
739,20240312,2024-03-13 07:18:28Z,"[0.0, 90.0]","[250.0, 125.0]"
740,20240329,2024-03-29 19:27:28Z,"[0.0, 90.0]","[-180.0, 180.0]"
742,20240329,2024-03-30 02:21:38Z,"[0.0, 90.0]","[-105.0, 105.0]"
741,20240329,2024-03-30 05:32:51Z,"[0.0, 90.0]","[-180.0, 180.0]"
743,20240404,2024-04-04 19:31:52Z,"[0.0, 90.0]","[-180.0, 180.0]"
745,20240404,2024-04-05 02:42:15Z,"[0.0, 90.0]","[-135.0, 135.0]"
746,20240404,2024-04-05 03:05:30Z,"[0.0, 90.0]","[-135.0, 135.0]"
744,20240404,2024-04-05 05:24:56Z,"[0.0, 90.0]","[-180.0, 180.0]"
747,20240404,2024-04-05 05:45:19Z,"[0.0, 90.0]","[-90.0, -90.0]"
748,20240404,2024-04-05 05:47:59Z,"[0.0, 90.0]","[-90.0, 90.0]"
749,20240404,2024-04-05 06:10:11Z,"[0.0, 90.0]","[-45.0, 135.0]"
750,20240404,2024-04-05 06:30:24Z,"[0.0, 90.0]","[-45.0, 135.0]"
751,20240603,2024-06-03 20:18:48Z,"[0.0, 90.0]","[-180.0, 180.0]"
752,20240603,2024-06-04 04:30:01Z,"[0.0, 90.0]","[-180.0, 180.0]"
753,20240603,2024-06-04 05:47:12Z,"[0.0, 90.0]","[-135.0, 135.0]"
754,20240603,2024-06-04 08:48:19Z,"[0.0, 90.0]","[-165.0, 105.0]"
755,20240616,2024-06-16 20:25:09Z,"[0.0, 90.0]","[-180.0, 180.0]"
757,20240616,2024-06-17 04:28:43Z,"[0.0, 90.0]","[-90.0, 90.0]"
756,20240616,2024-06-17 04:29:18Z,"[0.0, 90.0]","[-180.0, 180.0]"
758,20240703,2024-07-03 20:27:01Z,"[0.0, 90.0]","[-180.0, 180.0]"
759,20240703,2024-07-04 04:35:03Z,"[0.0, 90.0]","[-180.0, 180.0]"
760,20240703,2024-07-04 09:46:08Z,"[0.0, 90.0]","[180.0, 0.0]"
761,20240703,2024-07-04 10:26:48Z,"[0.0, 90.0]","[-90.0, 90.0]"
762,20240703,2024-07-04 10:42:30Z,"[0.0, 90.0]","[-45.0, 90.0]"
763,20240703,2024-07-04 11:07:51Z,"[0.0, 90.0]","[-180.0, 180.0]"
764,20240705,2024-07-05 20:26:41Z,"[0.0, 90.0]","[-180.0, 180.0]"
765,20240705,2024-07-06 04:36:08Z,"[0.0, 90.0]","[-180.0, 180.0]"
766,20240705,2024-07-06 05:01:34Z,"[0.0, 90.0]","[-135.0, 45.0]"
767,20240705,2024-07-06 06:13:05Z,"[0.0, 90.0]","[-180.0, 45.0]"
768,20240705,2024-07-06 10:01:40Z,"[0.0, 90.0]","[-180.0, 180.0]"
769,20240723,2024-07-23 20:18:31Z,"[0.0, 90.0]","[-180.0, 180.0]"
770,20240723,2024-07-24 04:48:20Z,"[0.0, 90.0]","[-180.0, 180.0]"
771,20240723,2024-07-24 10:13:15Z,"[0.0, 90.0]","[-90.0, 90.0]"
772,20240723,2024-07-24 10:38:48Z,"[0.0, 90.0]","[-180.0, 180.0]"
773,20240802,2024-08-02 20:10:19Z,"[0.0, 90.0]","[-180.0, 180.0]"
774,20240802,2024-08-03 04:56:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
775,20240802,2024-08-03 06:58:32Z,"[0.0, 90.0]","[-30.0, 90.0]"
776,20240802,2024-08-03 08:11:02Z,"[0.0, 90.0]","[30.0, 210.0]"
777,20240805,2024-08-05 20:07:26Z,"[0.0, 90.0]","[-180.0, 180.0]"
779,20240805,2024-08-06 04:16:57Z,"[0.0, 90.0]","[100.0, 360.0]"
780,20240805,2024-08-06 04:17:09Z,"[0.0, 90.0]","[100.0, 360.0]"
781,20240805,2024-08-06 04:40:50Z,"[0.0, 90.0]","[-180.0, 180.0]"
778,20240805,2024-08-06 04:58:26Z,"[0.0, 90.0]","[-180.0, 180.0]"
782,20240814,2024-08-14 19:57:46Z,"[0.0, 90.0]","[-180.0, 180.0]"
784,20240814,2024-08-15 03:39:39Z,"[0.0, 60.0]","[-160.0, -60.0]"
783,20240814,2024-08-15 05:05:25Z,"[0.0, 90.0]","[-180.0, 180.0]"
785,20240815,2024-08-15 19:56:37Z,"[0.0, 90.0]","[-180.0, 180.0]"
786,20240815,2024-08-16 05:06:10Z,"[0.0, 90.0]","[-180.0, 180.0]"
787,20240815,2024-08-16 07:35:57Z,"[0.0, 90.0]","[0.0, 90.0]"
788,20240816,2024-08-16 19:55:27Z,"[0.0, 90.0]","[-180.0, 180.0]"
789,20240816,2024-08-17 05:06:56Z,"[0.0, 90.0]","[-180.0, 180.0]"
790,20240816,2024-08-17 05:39:47Z,"[0.0, 90.0]","[-200.0, 0.0]"
791,20240816,2024-08-17 10:50:27Z,"[0.0, 90.0]","[-180.0, 180.0]"
792,20240818,2024-08-18 19:51:51Z,"[0.0, 90.0]","[-180.0, 180.0]"
794,20240818,2024-08-19 03:10:18Z,"[0.0, 90.0]","[-10.0, 90.0]"
795,20240818,2024-08-19 03:11:08Z,"[0.0, 90.0]","[-90.0, 10.0]"
796,20240818,2024-08-19 04:35:00Z,"[0.0, 90.0]","[-180.0, 180.0]"
793,20240818,2024-08-19 05:09:10Z,"[0.0, 90.0]","[-180.0, 180.0]"
797,20240818,2024-08-19 08:38:49Z,"[0.0, 90.0]","[90.0, 0.0]"
798,20240818,2024-08-19 08:39:06Z,"[0.0, 90.0]","[0.0, 180.0]"
799,20240819,2024-08-19 19:51:51Z,"[0.0, 90.0]","[-180.0, 180.0]"
800,20240819,2024-08-20 05:09:10Z,"[0.0, 90.0]","[-180.0, 180.0]"
801,20240819,2024-08-20 05:20:38Z,"[60.0, 90.0]","[38.0, 48.0]"
802,20240819,2024-08-20 05:21:03Z,"[60.0, 90.0]","[38.0, 48.0]"
803,20240820,2024-08-20 19:50:38Z,"[0.0, 90.0]","[-180.0, 180.0]"
804,20240820,2024-08-21 05:09:54Z,"[0.0, 90.0]","[-180.0, 180.0]"
805,20240820,2024-08-21 10:07:37Z,"[0.0, 90.0]","[-90.0, 90.0]"
806,20240821,2024-08-21 19:49:24Z,"[0.0, 90.0]","[-180.0, 180.0]"
807,20240821,2024-08-22 05:10:39Z,"[0.0, 90.0]","[-180.0, 180.0]"
808,20240821,2024-08-22 05:47:54Z,"[0.0, 90.0]","[-179.0, -1.0]"
809,20240821,2024-08-22 07:51:12Z,"[0.0, 90.0]","[-180.0, 180.0]"
810,20240821,2024-08-22 08:43:02Z,"[0.0, 90.0]","[-90.0, 0.0]"
811,20240821,2024-08-22 08:43:13Z,"[0.0, 90.0]","[-110.0, 0.0]"
812,20240821,2024-08-22 10:22:43Z,"[0.0, 90.0]","[0.0, 180.0]"
813,20240822,2024-08-22 19:48:09Z,"[0.0, 90.0]","[-180.0, 180.0]"
814,20240822,2024-08-23 05:11:22Z,"[0.0, 90.0]","[-180.0, 180.0]"
815,20240822,2024-08-23 06:33:24Z,"[0.0, 90.0]","[-179.0, -1.0]"
816,20240822,2024-08-23 07:18:32Z,"[0.0, 90.0]","[-90.0, 90.0]"
817,20240822,2024-08-23 09:54:51Z,"[0.0, 90.0]","[-180.0, 180.0]"
818,20240822,2024-08-23 10:33:16Z,"[0.0, 90.0]","[90.0, 270.0]"
819,20240902,2024-09-02 19:33:52Z,"[0.0, 90.0]","[-180.0, 180.0]"
821,20240902,2024-09-03 03:08:16Z,"[0.0, 90.0]","[-180.0, 45.0]"
822,20240902,2024-09-03 04:14:53Z,"[0.0, 90.0]","[-180.0, 180.0]"
820,20240902,2024-09-03 05:19:10Z,"[0.0, 90.0]","[-180.0, 180.0]"
823,20240905,2024-09-05 19:29:51Z,"[0.0, 90.0]","[-180.0, 180.0]"
824,20240905,2024-09-06 05:21:13Z,"[0.0, 90.0]","[-180.0, 180.0]"
825,20240905,2024-09-06 05:45:23Z,"[0.0, 90.0]","[-180.0, 30.0]"
826,20240906,2024-09-06 19:28:30Z,"[0.0, 90.0]","[-180.0, 180.0]"
828,20240906,2024-09-07 04:22:40Z,"[0.0, 90.0]","[90.0, -359.0]"
829,20240906,2024-09-07 04:23:38Z,"[0.0, 90.0]","[-180.0, 180.0]"
830,20240906,2024-09-07 04:34:40Z,"[0.0, 90.0]","[135.0, 0.0]"
827,20240906,2024-09-07 05:21:53Z,"[0.0, 90.0]","[-180.0, 180.0]"
831,20240907,2024-09-07 19:27:08Z,"[0.0, 90.0]","[-180.0, 180.0]"
833,20240907,2024-09-08 02:52:01Z,"[0.0, 90.0]","[0.0, 180.0]"
834,20240907,2024-09-08 04:59:12Z,"[0.0, 90.0]","[90.0, -90.0]"
832,20240907,2024-09-08 05:22:34Z,"[0.0, 90.0]","[-180.0, 180.0]"
835,20240910,2024-09-10 19:23:03Z,"[0.0, 90.0]","[-180.0, 180.0]"
836,20240910,2024-09-11 05:24:33Z,"[0.0, 90.0]","[-180.0, 180.0]"
837,20240910,2024-09-11 09:40:34Z,"[0.0, 90.0]","[0.0, 180.0]"
838,20240910,2024-09-11 10:40:42Z,"[0.0, 90.0]","[-180.0, 180.0]"
839,20240913,2024-09-13 19:18:58Z,"[0.0, 90.0]","[-180.0, 180.0]"
840,20240913,2024-09-14 05:26:31Z,"[0.0, 90.0]","[-180.0, 180.0]"
841,20240913,2024-09-14 07:49:15Z,"[0.0, 90.0]","[-90.0, 90.0]"
842,20240913,2024-09-14 08:28:31Z,"[0.0, 90.0]","[-115.0, 115.0]"
843,20240914,2024-09-14 19:17:36Z,"[0.0, 90.0]","[-180.0, 180.0]"
844,20240914,2024-09-15 05:27:10Z,"[0.0, 90.0]","[-180.0, 180.0]"
845,20240914,2024-09-15 07:12:19Z,"[0.0, 90.0]","[-90.0, 90.0]"
846,20240914,2024-09-15 07:27:02Z,"[0.0, 90.0]","[-90.0, 90.0]"
847,20240914,2024-09-15 07:27:51Z,"[0.0, 90.0]","[-90.0, 0.0]"
848,20240914,2024-09-15 07:33:15Z,"[0.0, 90.0]","[-90.0, 0.0]"
849,20240914,2024-09-15 07:54:54Z,"[0.0, 90.0]","[-115.0, 15.0]"
850,20240914,2024-09-15 08:13:17Z,"[0.0, 90.0]","[-180.0, 180.0]"
851,20240917,2024-09-17 19:13:30Z,"[0.0, 90.0]","[-180.0, 180.0]"
853,20240917,2024-09-18 05:17:39Z,"[0.0, 90.0]","[-150.0, 90.0]"
852,20240917,2024-09-18 05:29:06Z,"[0.0, 90.0]","[-180.0, 180.0]"
854,20240917,2024-09-18 11:37:26Z,"[0.0, 90.0]","[-160.0, 80.0]"
855,20240919,2024-09-19 19:10:47Z,"[0.0, 90.0]","[-180.0, 180.0]"
857,20240919,2024-09-20 03:04:55Z,"[0.0, 90.0]","[-170.0, 70.0]"
856,20240919,2024-09-20 05:30:23Z,"[0.0, 90.0]","[-180.0, 180.0]"
858,20240919,2024-09-20 05:41:20Z,"[0.0, 90.0]","[-190.0, 50.0]"
859,20240919,2024-09-20 08:53:03Z,"[0.0, 90.0]","[-180.0, 180.0]"
860,20240920,2024-09-20 19:09:26Z,"[0.0, 90.0]","[-180.0, 180.0]"
861,20240920,2024-09-21 05:31:02Z,"[0.0, 90.0]","[-180.0, 180.0]"
862,20240920,2024-09-21 05:38:59Z,"[0.0, 90.0]","[-210.0, -30.0]"
863,20240920,2024-09-21 06:17:19Z,"[0.0, 90.0]","[-180.0, 180.0]"
864,20240921,2024-09-21 19:08:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
865,20240921,2024-09-22 05:31:40Z,"[0.0, 90.0]","[-180.0, 180.0]"
866,20240921,2024-09-22 08:44:36Z,"[0.0, 90.0]","[-180.0, 180.0]"
867,20241014,2024-10-14 18:37:54Z,"[0.0, 90.0]","[-180.0, 180.0]"
868,20241014,2024-10-15 05:47:23Z,"[0.0, 90.0]","[-180.0, 180.0]"
869,20241014,2024-10-15 08:14:40Z,"[0.0, 90.0]","[180.0, 360.0]"
870,20241014,2024-10-15 08:17:44Z,"[0.0, 90.0]","[-180.0, 90.0]"
871,20241015,2024-10-15 18:37:54Z,"[0.0, 90.0]","[-180.0, 180.0]"
872,20241015,2024-10-16 05:47:23Z,"[0.0, 90.0]","[-180.0, 180.0]"
873,20241015,2024-10-16 09:50:39Z,"[0.0, 90.0]","[-180.0, 90.0]"
874,20241017,2024-10-17 18:35:41Z,"[0.0, 90.0]","[-180.0, 180.0]"
876,20241017,2024-10-18 03:17:55Z,"[0.0, 90.0]","[-135.0, 135.0]"
877,20241017,2024-10-18 03:18:01Z,"[0.0, 90.0]","[-135.0, 135.0]"
878,20241017,2024-10-18 04:02:22Z,"[0.0, 90.0]","[-180.0, 180.0]"
879,20241017,2024-10-18 04:40:44Z,"[0.0, 90.0]","[-180.0, 90.0]"
875,20241017,2024-10-18 05:48:46Z,"[0.0, 90.0]","[-180.0, 180.0]"
880,20241027,2024-10-27 18:25:38Z,"[0.0, 90.0]","[-180.0, 180.0]"
881,20241027,2024-10-28 05:55:56Z,"[0.0, 90.0]","[-180.0, 180.0]"
882,20241027,2024-10-28 06:04:25Z,"[0.0, 90.0]","[-150.0, 90.0]"
883,20241027,2024-10-28 07:04:58Z,"[0.0, 90.0]","[-135.0, 75.0]"
884,20241028,2024-10-28 18:24:44Z,"[0.0, 90.0]","[-180.0, 180.0]"
886,20241028,2024-10-29 04:25:12Z,"[0.0, 90.0]","[-100.0, 140.0]"
885,20241028,2024-10-29 05:56:41Z,"[0.0, 90.0]","[-180.0, 180.0]"
887,20241028,2024-10-29 05:57:46Z,"[0.0, 90.0]","[-140.0, 100.0]"
888,20241028,2024-10-29 06:39:26Z,"[0.0, 90.0]","[-90.0, 90.0]"
889,20241031,2024-10-31 18:22:09Z,"[0.0, 90.0]","[-180.0, 180.0]"
890,20241031,2024-11-01 05:58:57Z,"[0.0, 90.0]","[-180.0, 180.0]"
891,20241031,2024-11-01 09:15:29Z,"[0.0, 90.0]","[-185.0, 55.0]"
892,20241101,2024-11-01 18:21:20Z,"[0.0, 90.0]","[-180.0, 180.0]"
894,20241101,2024-11-02 02:21:33Z,"[0.0, 90.0]","[-150.0, 90.0]"
895,20241101,2024-11-02 04:20:17Z,"[0.0, 90.0]","[-180.0, 180.0]"
893,20241101,2024-11-02 05:59:42Z,"[0.0, 90.0]","[-180.0, 180.0]"
896,20241101,2024-11-03 06:23:36Z,"[0.0, 90.0]","[-135.0, 105.0]"
897,20241103,2024-11-03 18:19:47Z,"[0.0, 90.0]","[-180.0, 180.0]"
898,20241103,2024-11-04 06:01:15Z,"[0.0, 90.0]","[-180.0, 180.0]"
899,20241103,2024-11-04 09:06:13Z,"[0.0, 90.0]","[-30.0, 210.0]"
900,20241110,2024-11-10 18:15:03Z,"[0.0, 90.0]","[-180.0, 180.0]"
902,20241110,2024-11-11 04:49:43Z,"[0.0, 90.0]","[-135.0, 45.0]"
903,20241110,2024-11-11 04:51:12Z,"[0.0, 90.0]","[-180.0, 180.0]"
901,20241110,2024-11-11 06:06:44Z,"[0.0, 90.0]","[-180.0, 180.0]"
904,20241114,2024-11-14 18:12:54Z,"[0.0, 90.0]","[-180.0, 180.0]"
906,20241114,2024-11-15 01:18:51Z,"[0.0, 90.0]","[-155.0, 85.0]"
907,20241114,2024-11-15 04:08:21Z,"[0.0, 90.0]","[-160.0, 50.0]"
908,20241114,2024-11-15 05:33:22Z,"[0.0, 90.0]","[-135.0, 75.0]"
909,20241114,2024-11-15 05:56:41Z,"[0.0, 90.0]","[-90.0, 90.0]"
905,20241114,2024-11-15 06:09:55Z,"[0.0, 90.0]","[-180.0, 180.0]"
910,20241114,2024-11-15 08:17:17Z,"[0.0, 90.0]","[-120.0, 60.0]"
911,20241115,2024-11-15 18:12:25Z,"[0.0, 90.0]","[-180.0, 180.0]"
913,20241115,2024-11-16 05:34:22Z,"[0.0, 90.0]","[-135.0, 75.0]"
912,20241115,2024-11-16 06:10:43Z,"[0.0, 90.0]","[-180.0, 180.0]"
914,20241115,2024-11-16 09:21:51Z,"[0.0, 90.0]","[-180.0, 180.0]"
915,20241125,2024-11-25 18:09:11Z,"[0.0, 90.0]","[-180.0, 180.0]"
917,20241125,2024-11-26 05:34:02Z,"[0.0, 90.0]","[181.0, 359.0]"
918,20241125,2024-11-26 05:45:28Z,"[0.0, 90.0]","[-180.0, 180.0]"
916,20241125,2024-11-26 06:18:43Z,"[0.0, 90.0]","[-180.0, 180.0]"
919,20241210,2024-12-10 18:09:35Z,"[0.0, 90.0]","[-180.0, 180.0]"
921,20241210,2024-12-11 02:47:27Z,"[0.0, 90.0]","[180.0, 140.0]"
922,20241210,2024-12-11 02:50:18Z,"[0.0, 90.0]","[-180.0, 180.0]"
920,20241210,2024-12-11 06:29:47Z,"[0.0, 90.0]","[-180.0, 180.0]"
923,20241212,2024-12-12 18:10:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
925,20241212,2024-12-13 00:59:20Z,"[0.0, 90.0]","[190.0, 110.0]"
926,20241212,2024-12-13 01:13:05Z,"[0.0, 90.0]","[210.0, 90.0]"
927,20241212,2024-12-13 02:04:25Z,"[0.0, 90.0]","[230.0, 70.0]"
928,20241212,2024-12-13 02:49:19Z,"[0.0, 90.0]","[240.0, 60.0]"
924,20241212,2024-12-13 06:31:05Z,"[0.0, 90.0]","[-180.0, 180.0]"
929,20241214,2024-12-14 18:10:42Z,"[0.0, 90.0]","[-180.0, 180.0]"
931,20241214,2024-12-15 02:39:10Z,"[0.0, 90.0]","[-179.0, -1.0]"
930,20241214,2024-12-15 06:32:19Z,"[0.0, 90.0]","[-180.0, 180.0]"
932,20241214,2024-12-15 08:17:18Z,"[0.0, 90.0]","[-180.0, 180.0]"
